20220119	600396  601798  300612
20220118	600396  600698  601798    2357    2725  300612
20220117	2725
20220114	2725
20220113	
20220112	
20220111	537
20220110	300428
20220107	766  300428
20220106	300428
20220105	600854  300428
20220104	600854
20211231	600854
20211230	
20211229	753  2193
20211228	
20211227	
20211224	600860
20211223	
20211222	
20211221	300610
20211220	600215  600843  600889  603626    2309  300610
20211217	600595  600843  603626  603665    2095  300199
20211216	600595  603626    2193
20211215	600595    2427    2664
20211214	600071  600595  603665  300224  300619
20211213	600595  603665
20211210	
20211209	
20211208	
20211207	
20211206	
20211203	600695
20211202	600695
20211201	600695
20211130	600695
20211129	
20211126	600595    2073  300672
20211125	600241
20211124	603088  603737  300023  300052
20211123	416  300052
20211122	300052
20211119	300052  300209  300459
20211118	300459
20211117	600101  603920
20211116	603920
20211115	600580  603920       9
20211112	600580  603920
20211111	9
20211110	
20211109	
20211108	
20211105	
20211104	
20211103	
20211102	603996    2529
20211101	2529  300432
20211029	2529
20211028	2529
20211027	
20211026	
20211025	
20211022	
20211021	
20211020	
20211019	
20211018	
20211015	
20211014	
20211013	
20211012	
20211011	601969    2060
20211008	2529
20210930	
20210929	
20210928	792
20210927	600093     420     506     792  300619
20210924	600067  300157  300600
20210923	2326
20210922	600291    2433  300556
20210917	600093  600112  600291  600593    2664    2760
20210916	600093  600593    2760
20210915	600593    2599    2760
20210914	600593
20210913	600593
20210910	600593
20210909	600593
20210908	
20210907	603800  300681
20210906	300681
20210903	
20210902	600265    2256
20210901	2256
20210831	2256
20210830	2256
20210827	792  300633
20210826	792     848  300633
20210825	792  848
20210824	600767
20210823	600767  600816
20210820	
20210819	300362  300656
20210818	2192
20210817	300394  300656
20210816	2472
20210813	792    2455  300660
20210812	792
20210811	
20210810	
20210809	
20210806	
20210805	300077
20210804	300077
20210803	
20210802	
20210730	
20210729	601127  603822  300663
20210728	603032    2176    2192    2411    2529  300339  300613
20210727	600306  600381    2091    2411
20210726	600306  600870    2091  300061  300390
20210723	600870    2091  300061
20210722	820
20210721	600766     820
20210720	600766     820  300023  300526
20210719	2356  300526
20210716	2356
20210715	300582
20210714	300582
20210713	600753  603377    2501
20210712	600753    2075    2501
20210709	600753    2075    2501  300495
20210708	2501    2869  300350  300495
20210707	
20210706	300038  300312  300430
20210705	300064  300202  300312
20210702	300064  300178  300202  300672
20210701	300064  300178  300202
20210630	603377  603518    2418    2618  300178
20210629	603377  603518     980  300046  300178
20210628	600614  603555    2501    2773
20210625	2762
20210624	603196    2418  300530
20210623	2418
20210622	
20210621	2435
20210618	
20210617	2280
20210616	
20210615	
20210611	300269  300313  300495  300526
20210610	300269  300313  300526
20210609	2735  300313
20210608	603377    2735    2762  300313
20210607	966  2762
20210604	820  966
20210603	600526     820     966     980
20210602	600526     966     980
20210601	600526     966     980
20210531	966    2269  300669
20210528	600702  603988     980    2269    2450
20210527	603988     980    2269
20210526	
20210525	966
20210524	
20210521	603518
20210520	603518     825
20210519	603518     606     825    2647
20210518	603518     606     980    2198
20210517	600172  603518     606     761     980    2198
20210514	603518     606     928    2198
20210513	603518     928
20210512	603518     822     928  300421
20210511	928
20210507	
20210506	
20210430	
20210429	600891     673  300312
20210428	601798     673  300140  300323
20210427	603126  300323
20210426	673    2269  300234  300323
20210423	
20210422	
20210421	
20210420	
20210419	
20210416	600891
20210415	600891
20210414	600891
20210413	600236  600475  600565  300323
20210412	600714  300593
20210409	600225  600714  300500  300593
20210408	603326     662
20210407	603326     615
20210406	603169
20210402	2366  300208  300325
20210401	2358    2366  300208
20210331	603665  300208
20210330	603222  603665
20210329	603665    2532
20210326	2532
20210325	600722  603665    2109    2532
20210324	603665     662
20210323	662
20210322	662  2633
20210319	2795
20210318	300598
20210317	523     860    2025  300038  300325  300598
20210316	600191     523  300038  300449  300598
20210315	300038
20210311	603665  300064  300182  300427
20210310	600403  603665     502  300064  300427
20210309	600086  600537  601222  603665  300189  300326  300427
20210308	600537  601127  601222     502  300118  300326
20210305	600179  300118  300326
20210304	600655     923     927    2699  300038
20210303	300038
20210302	600655     662
20210301	662
20210226	662
20210225	
20210224	300290
20210223	
20210219	
20210218	
20210210	2501
20210209	
20210208	300037
20210205	603799
20210204	
20210203	300278
20210202	300390
20210201	300465  300538
20210129	300465
20210128	
20210121	
20210120	521
20210119	
20210118	
20210115	
20210114	2149  300087
20210113	2149
20210112	600460    2149
20210111	2149
20210108	600290
20210107	600290  600707  300064
20210106	600290
20210105	
20210104	
20201231	600179    2080    2096
20201230	2080    2096    2176    2497  300460
20201229	600179  600486    2497
20201228	600179    2497
20201225	600179    2497
20201224	601127    2497
20201223	600179     625     923
20201222	923
20201221	
20201218	
20201217	600179  603808
20201216	600179  603808
20201215	600179
20201214	300225
20201211	600360  300225
20201210	600360  600428
20201209	600460     816
20201208	816
20201207	
20201204	
20201203	
20201202	
20201201	985
20201130	
20201127	
20201126	300005
20201125	
20201124	
20201123	2612
20201120	
20201119	300444
20201118	300444
20201117	
20201116	
20201113	300208
20201112	300301
20201111	
20201110	688
20201109	688
20201106	603319  300283
20201105	603319  300491
20201104	
20201103	
20201102	
20201030	
20201029	
20201028	600836  300100  300175
20201027	300100  300650
20201026	600165  603208     638     786  300008  300100  300337  300650
20201023	601777  603208     786    2151    2288    2541  300008  300217  300337  300405
20201022	600416  603069    2151    2288    2541    2625  300008  300337
20201021	603069     828    2151    2625
20201020	603069    2151    2625  300405
20201019	2625
20201016	300313
20201015	300313
20201014	300050
20201013	300317
20201012	
20201009	
20200930	
20200929	
20200928	
20200925	300343  300576
20200924	300313  300466
20200923	
20200922	
20200921	
20200918	
20200917	
20200916	
20200915	2425  300464
20200914	
20200911	
20200910	600351  300242  300309  300576
20200909	600226  601519  300576
20200908	600226  603718
20200907	2071
20200904	2071  300178
20200903	
20200902	
20200901	
20200831	300312
20200828	600338  603828  300312
20200827	
20200826	600289  600536  600634  603069  603108  603608  603828
20200825	603069  603108  603608    2613
20200824	
20200821	612
20200820	600069  600211     612     698     796    2187  300156
20200819	600069    2187  300027  300156
20200818	300299
20200817	600069    2187
20200814	600069    2187  300280
20200813	600069    2187
20200812	600589  600734    2187
20200811	603101     564     567    2103    2164    2581    2638
20200810	600193  600418  600589  600824  603838     567     576     793     796    2103    2164    2187    2581  300177  300485
20200807	600037  600185  600599    2103    2164    2220
20200806	600185     868    2220  300203  300342
20200805	600185
20200803	600289     625     868    2120    2343    2612
20200731	600078  600318  600664  601318  603021  603035     625     651     868    2120    2343    2591    2612  300063  300113  300133  300312  300343  300392  300441  300494  300497  300603  300630
20200730	600289  600421  300160
20200729	600289  600421  603021    2290    2591    2600  300079  300097  300343  300392
20200728	600198  603021     612     820  300123
20200727	600198  600555     820    2103
20200724	600415  603026     820    2425  300246
20200723	820     936    2425  300085  300246  300485
20200722	601020     936    2425  300010  300085
20200721	600225  601878     936    2425    2766  300010  300058
20200720	601788    2409    2650  300010  300484
20200717	603801     668    2409
20200715	600185  600418  600834  300521
20200713	600662  600834  300521
20200710	600662  600834
20200709	600662  600834
20200708	600662  603879
20200707	600662
20200706	
20200703	
20200702	
20200701	
20200630	
20200629	2509
20200624	300104
20200623	300104
20200622	600816  300104
20200619	
20200618	564
20200617	2846
20200616	
20200615	
20200612	
20200611	
20200610	
20200609	600083
20200608	
20200605	
20200604	2083
20200602	2289
20200601	600127    2289
20200529	
20200528	300526
20200527	600127
20200526	600127
20200525	
20200522	603726     564
20200521	603538    2529
20200520	603238    2706
20200519	600143  600396  600550  600753  601789  603238  603559    2062    2255    2603    2706
20200518	600396  600732  603238  603338  603559    2062    2079    2334    2432    2503    2560    2689  300637
20200515	600416  600579  600732  603238    2062    2560    2689
20200514	600416  600579  603601    2062    2087
20200513	603601
20200512	300526
20200511	
20200508	
20200507	
20200506	
20200430	
20200429	300002  300452
20200428	300452
20200427	
20200424	
20200423	600354
20200422	
20200421	
20200420	
20200417	
20200416	
20200415	
20200414	603826  300087
20200413	603826    2641    2688    2822  300087  300411
20200410	
20200409	2645  300097
20200408	2645
20200407	
20200403	
20200402	
20200401	
20200331	
20200330	
20200327	600083
20200326	
20200325	603601  300578
20200324	603601
20200323	
20200320	
20200319	652  300345
20200318	600695  600844  603131  603197  603566  603595  603787  603959     652     713     859    2268    2351    2838  300017  300041  300345  300493
20200317	600136  600168  600354  600359  600409  600448  603601  603959      34      61     652     670     819     826     928     949    2076    2172    2348    2351    2517    2733  300017  300044  300045  300050  300089  300109  300187  300211  300241  300261  300342  300447  300493
20200316	600136  600183  600678  600707  603787      16    2100    2194    2544    2886  300328  300432
20200313	603598  603959     540    2255    2301    2838
20200312	600416  603959    2255    2301
20200311	603232  603598    2255
20200310	
20200309	2077    2273  300499  300657
20200305	
20200304	
20200303	
20200302	600546  601519  603131  603308  603799     892    2077    2235    2385    2536    2803  300044  300046  300087  300409  300468
20200228	603308  603366  603799    2385  300087  300391  300409
20200227	603366
20200226	600186
20200225	300578
20200224	
20200221	600677  300455  300459  300460
20200220	2255  300460
20200219	2255
20200218	
20200217	
20200214	
20200213	600186
20200212	
20200211	600677
20200210	
20200207	300051
20200206	
20200205	
20200204	
20200203	
20200122	600290
20200121	600290  600556
20200120	600290  600556
20200117	600290
20200116	300344
20200115	603178  300341  300431
20200114	600614
20200113	600485  600614
20200110	600243  600667  600695    2865    2875
20200109	600614  600695  300586
20200108	300341  300586
20200107	2655  300341
20200106	
20200103	603598
20200102	600114  603598     673
20191231	600114  600136    2502  300438
20191230	600114  600136  603023    2256    2343    2502  300046  300081  300303  300438
20191227	600146  600209  600216  600302  603701    2343    2356    2537    2713  300010  300303  300323  300567
20191226	600146  600209    2077    2343    2356    2372  300399
20191225	600209     636    2356
20191224	601872     636    2552    2577  300598
20191223	601872    2492    2552  300341  300598
20191220	600599  601872    2427    2492    2552
20191219	2552  2761
20191218	2761
20191217	603005    2351    2761
20191216	2351  2761
20191213	2351
20191212	2351
20191211	2351
20191210	
20191209	
20191206	600223
20191205	
20191204	
20191203	
20191202	603318    2235
20191129	600146     532    2235
20191128	600146  600358  600677      68    2716  300098
20191127	600146  600677    2524    2716  300098
20191126	600223  600592  600677    2291    2524    2716  300098  300170  300598
20191125	600592    2524    2552    2716  300282
20191122	2716
20191121	2716
20191120	
20191119	
20191118	300089
20191115	
20191114	
20191113	2143
20191112	2143  300661
20191111	300661
20191108	2680
20191107	2680
20191106	600152
20191105	
20191104	
20191101	
20191031	
20191030	
20191029	
20191028	300282
20191025	300282
20191024	
20191023	
20191022	
20191021	2552
20191018	
20191017	600781
20191016	600781    2486    2853  300270  300492
20191015	
20191014	300191
20191011	
20191010	300191
20191009	
20191008	17  2463
20190930	2463  300223
20190927	600078  600146  603936    2463    2660  300223  300661
20190926	600078  600095  600146  600421  603026  603936    2036    2134    2463    2477    2660    2881  300223  300502  300576
20190925	600078  600095  600178  600273  600421  601678    2337
20190924	600078  600095  600152  600178  600421  600890      21     957    2256    2337    2522  300074  300338
20190923	600152     957    2522    2881  300317  300338
20190920	600095  600152  600195  600243  600890  603387  603926      14      21      40      88    2194    2218    2421    2620    2730    2769    2770    2797    2881    2886  300154  300317  300367  300420
20190919	600095  600198  600647  603387  603518  603926      14      20      40     957    2314    2402    2770  300154  300410
20190918	600179  603387  603926      17     519    2210    2402    2570    2770  300621
20190917	17    2210  300410
20190916	
20190912	600371  300090  300362
20190911	600371    2201    2759  300090
20190910	600518    2201
20190909	600018  600069  600666  600781    2201  300526
20190906	2201    2881  300110  300526  300585
20190905	600666    2201  300526  300585
20190904	600018  600666  601155    2201  300585
20190903	601155    2201    2850    2881  300585
20190902	2201    2881  300363  300554  300585
20190830	600018    2201  300363  300554  300585
20190829	2402  300363  300585
20190828	600614  600812    2402  300585
20190827	600647  600812  603501    2241    2402  300585
20190826	600647  600666  600812  603501    2241    2402  300585  300661
20190823	600647  600666  601595  603456  603501    2036    2241    2751  300661
20190822	603429  603456  603501    2759
20190820	603429    2759  300657
20190819	603258
20190816	603258
20190815	
20190814	600666
20190813	
20190812	600666
20190809	600095  600371     912    2124  300090  300210
20190808	600095  600371  300090
20190807	300090
20190806	
20190805	
20190802	
20190801	
20190731	
20190730	
20190725	
20190724	603909  300191
20190723	
20190722	600410  600775
20190719	
20190718	
20190717	
20190716	
20190715	
20190712	
20190711	
20190709	2404  300547
20190708	862  2404  2481
20190705	600179    2481
20190704	2481
20190703	600179    2359
20190702	2359
20190701	2359
20190628	
20190528	
20190527	
20190524	
20190523	
20190522	
20190520	600539  600785  300530
20190517	
20190516	
20190515	
20190514	
